id,judul,penulis,penerbit,tahunTerbit,stok,kategori_id
1,Untuk apa seni?,I. Bambang Sugiharto,Unknown,2015,10,1
2,Art in the Hellenistic Age,Jerome Jordan Pollitt,Cambridge University Press,1986,10,1
3,Nunchi: Seni Membaca Pikiran dan Perasaan Orang LainÑRahasia Hidup Bahagia dan Sukses dari Korea,Euny Hong,Gramedia Pustaka Utama,2020,10,1
4,Nail Art,Unknown,PT Gramedia Pustaka Utama,0,10,1
5,American Folk Art for Kids,Richard Panchyk,Chicago Review Press,2004,10,1
6,Primitivism and Twentieth-century Art,"Jack D. Flam, Miriam Deutch",Univ of California Press,2003,10,1
7,Chinese Art in Detail,"Carol Michaelson, Jane Portal",Harvard University Press,2006,10,1
8,Art and Collecting Art (English Edition),Oei Hong Djien,Kepustakaan Populer Gramedia,2012,10,1
9,Lewat Deviant Art,Banjir Duit,Elex Media Komputindo,0,10,1
10,What's Wrong with Contemporary Art?,Peter Timms,UNSW Press,2004,10,1
11,The Art of Forgiving 2,Dimitri Mahayana,Misykat,2024,10,1
12,The Art of Forgiving 1,Unknown,Misykat,2024,10,1
13,"Perawatan Tangan, Kaki, Nail Art, dan Rias Wajah Khusus dan Kreatif SMK/MAK Kelas XII","Dwi Ermavianti Wahyu Sulistyorini, Ani Susilowati",Penerbit Andi,2021,10,1
14,Aplikasi Algorithmic Art Untuk Motif Geometris,Agus Prijono ; Ratnadewi ; Ariesa Pandanwangi,Penerbit YLGI,2022,10,1
15,The Art of War-- Spirituality for Conflict,Unknown,SkyLight Paths Publishing,2008,10,1
16,The Art Firm,Pierre Guillet de Monthoux,Stanford University Press,2004,10,1
17,Introduction to Art Therapy,Judith A. Rubin,Taylor & Francis,2009,10,1
18,Art of Engagement,"Peter Selz, Susan Landauer",Univ of California Press,2006,10,1
19,Komunikasi dengan Pengasuh atau ART,"Aprilina Prastari, M.Si",Elex Media Komputindo,2021,10,1
20,Seri Karya Arsitek - 23 Rumah Art Deco Arie Bakrie,Imelda Akmal Architecture,Gramedia Pustaka Utama,2013,10,1
21,Ribbon Art; Seni Membuat & Merangkai Hiasan dari Pita,Trusti Judiarto,Lingua Kata,2012,10,1
22,The Ancient Art of Emulation,Elaine K. Gazda,University of Michigan Press,2002,10,1
23,"Art in the San Francisco Bay Area, 1945-1980",Thomas Albright,Univ of California Press,1985,10,1
24,Roman Art,Susan Walker,Harvard University Press,1991,10,1
25,"Evolution in Science, Philosophy, and Art",Brooklyn Ethical Association,Unknown,1891,10,1
26,Art in Education,D. Atkinson,Springer Science & Business Media,2002,10,1
27,European Union Law,"Damian Chalmers, Gareth Davies, Giorgio Monti",Cambridge University Press,2010,10,1
28,Seni Bahagia Menjadi Introver (Free Chapter),@sendysaga,GagasMedia,2021,10,1
29,"First Proofs of the Universal Catalogue of Books on Art,.",National Art Library (Great Britain),Unknown,1870,10,1
30,Peruvian Art,Charles Williams Mead,Unknown,1929,10,1
31,The Great Art of Government,Peter Josephson,Unknown,2002,10,1
32,Sacred and Legendary Art,Mrs. Jameson (Anna),Unknown,1890,10,1
33,"The Eclectic Magazine of Foreign Literature, Science, and Art",Unknown,Unknown,1892,10,1
34,"On Science and Art as a branch of national education. [Reprinted from the Transactions of the Devonshire Association for the advancement of Science, etc.]",Edward VIVIAN,Unknown,1869,10,1
35,Ethnographical Studies in Celebes: Art in central Celebes,Walter Alexander Kaudern,Unknown,1944,10,1
36,"A history of Greek art, with an introductory chapter on art in...",Frank Bigelow Tarbell,Unknown,1896,10,1
37,"Lectures on Art, Delivered Before the University of Oxford in Hilary Term, 1870",John Ruskin,Unknown,1874,10,1
38,"Art and Handicraft in the Woman's Building of the World's Columbian Exposition, Chicago, 1893",Maud Howe Elliott,Unknown,1893,10,1
39,"Art, Activism, and Oppositionality",Grant H. Kester,Duke University Press,1998,10,1
40,"The Saturday Review of Politics, Literature, Science and Art",Unknown,Unknown,1881,10,1
41,30 Biography Book Reports,Deborah Rovin-Murphy,Scholastic Inc.,2001,10,2
42,Biography in Theory,"Wilhelm Hemecker, Edward Saunders",Walter de Gruyter GmbH & Co KG,2017,10,2
43,A Companion to Literary Biography,Richard Bradford,John Wiley & Sons,2018,10,2
44,Auto/Biography across the Americas,Ricia A. Chansky,Routledge,2016,10,2
45,The Biography Book,Daniel S. Burt,Bloomsbury Publishing USA,2001,10,2
46,The Art of Biography in Antiquity,Tomas Hägg,Cambridge University Press,2012,10,2
47,The Seductions of Biography,"David Suchoff, Mary Rhiel",Routledge,2016,10,2
48,Biography and the Question of Literature in France,Ann Jefferson,OUP Oxford,2007,10,2
49,"Melancholy and Literary Biography, 1640-1816",J. Darcy,Springer,2013,10,2
50,Sacred Biography in the Buddhist Traditions of South and Southeast Asia,Juliane Schober,Motilal Banarsidass Publ.,2002,10,2
51,Greatest Indian Women Leaders Reads : Biography of Annie Besant/Biography of Indira Gandhi/Biography of Madam Bhikaji Cama/Biography of Sarojani Naidu/Biography of M.S. Subbalakshmi/Biography of Subhdara K Chauhan,"Praveen,Manish,Kapil,Sachin Sinhal,Manish Kumar 'Santosh'",Prabhat Prakashan,2022,10,2
52,Biography-Driven Culturally Responsive Teaching,Socorro G. Herrera,Teachers College Press,2015,10,2
53,Dictionary of National Biography,"Leslie Stephen, Sir Sidney Lee",Unknown,1895,10,2
54,Essays in Ecclesiastical Biography,Sir James Stephen,Unknown,1875,10,2
55,British Musical Biography,"James Duff Brown, Stephen Samuel Stratton",Unknown,1897,10,2
56,Pennsylvania Magazine of History and Biography,Unknown,Unknown,1887,10,2
57,The Pennsylvania Magazine of History and Biography,Unknown,Unknown,1882,10,2
58,Reading Biography,Carl Rollyson,iUniverse,2004,10,2
59,"Album of History and Biography of Meeker County, Minnesota",Brookhaven Press,Unknown,1888,10,2
60,"The Auto-biography of Goethe: The concluding books, also Letters from Switzerland, and Travels in Italy",Johann Wolfgang von Goethe,Unknown,1874,10,2
61,Appleton's Cyclopædia of American Biography,"James Grant Wilson, John Fiske",Unknown,1887,10,2
62,Biography,Alexander Gilchrist,Unknown,1880,10,2
63,"The Standard American Encyclopedia of Arts, Sciences, History, Biography, Geography, Statistics, and General Knowledge ...",John Clark Ridpath,Unknown,1897,10,2
64,British Biography,Carl Rollyson,iUniverse,2005,10,2
65,Biography Exemplary and Instructive,William Chambers,Unknown,1873,10,2
66,Margareth Thatcher: Authorized Biography,Charles Moore,Bentang Pustaka,2014,10,2
67,Harpers' Popular Cyclopædia of United States History,Benson John Lossing,Unknown,1882,10,2
68,The Biography of Tobacco,Carrie Gleason,Crabtree Publishing Company,2006,10,2
69,Recognizing Biography,William H. Epstein,University of Pennsylvania Press,2017,10,2
70,Read On...Biography,Rick Roche,Bloomsbury Publishing USA,2012,10,2
71,"... History of Oswego County, New York",Crisfield Johnson,Unknown,1877,10,2
72,American Biography,Unknown,Unknown,1921,10,2
74,The Virginia Magazine of History and Biography,"Philip Alexander Bruce, William Glover Stanard",Unknown,1897,10,2
75,Current Biography Yearbook,Unknown,Unknown,1981,10,2
76,Current Biography,Unknown,Unknown,1940,10,2
77,The Role of Personal Memoirs in English Biography and Novel,John Campbell Major,Unknown,1935,10,2
78,Contemporary Black Biography,L. Mpho Mabunda,Contemporary Black Biography,1997,10,2
79,The Challenge of Feminist Biography,Sara Alpern,University of Illinois Press,1992,10,2
80,Encyclopedia of World Biography,Unknown,Gale,1998,10,2
106,Outlook Business,Unknown,Unknown,2006,10,3
107,Spiritual Leadership in Business Wake Up Khoirunnas Anfauhum Linnas: 25 Ways to Increase Your Business Performance,Freddy Rangkuti,PT Gramedia Pustaka Utama,0,10,3
108,Encyclopedia of American Business History,"Charles R. Geisst, Ambassador Charles a Gargano Professor of Finance Charles R Geisst",Infobase Publishing,2014,10,3
109,Institutions and the Evolution of Modern Business,"Mark Casson, Mary B. Rose",Psychology Press,1998,10,3
110,Business Doctor,Unknown,Gramedia Pustaka Utama,0,10,3
112,The Power Of Digital Marketing,GM Susanto,Elex Media Komputindo,2017,10,3
113,eServices Business Value Assessment and its Methods and Metrics used among the Companies,Alexandra Barokova,GRIN Verlag,2016,10,3
114,Value Investing: Beat The Market in Five Minutes!,Teguh Hidayat,Elex Media Komputindo,2017,10,3
115,Business an Introduction,Unknown,Gramedia Pustaka Utama,0,10,3
116,The Weekly Underwriter,Unknown,Unknown,1883,10,3
117,Daily Conversation for Children,Unknown,Indonesia Cerdas,0,10,4
118,Teaching the World's Children,"Mary Ashworth, Patricia Wakefield",Pippin Publishing Corporation,2004,10,4
119,Children Draw and Tell,"Marvin Klepsch, Laura Logie",Psychology Press,1982,10,4
120,English Conversation For Children,Idi Supono,WahyuMedia,0,10,4
121,"Children, Technology, and Culture","Ian Hutchby, Jo Moran-Ellis",Psychology Press,2001,10,4
122,Psychological Development of Deaf Children,Marc Marschark,"Oxford University Press, USA",1993,10,4
123,Fagin's Children,Jeannie Duckworth,Bloomsbury Publishing,2002,10,4
124,Children and Spirituality,Brendan Hyde,Jessica Kingsley Publishers,2008,10,4
125,Behavior Therapy with Children II,Anthony M. Graziano,Transaction Publishers,2008,10,4
126,Where Are The Children?,Mary Higgins Clark,Simon and Schuster,2000,10,4
127,"Children of God, Kisah Sekte Sesat di yang Pernah Hadir",Pusat Data Dan Analisa Tempo,Tempo Publishing,0,10,4
128,School Children and Sport in Ireland,"Tony Fahey, Liam Delaney, Brenda Gannon",ESRI,2005,10,4
129,Safeguarding Children and Schools,Mary Baginsky,Jessica Kingsley Publishers,2008,10,4
130,Hearing-impaired Children Under Five,Alexander William Gordon Ewing,Manchester University Press,1971,10,4
131,How-To Guide: Inclusive Education for Children With Disabilities,Catholic Relief Services,Catholic Relief Services,2007,10,4
132,A Situational Analysis of Orphans and Vulnerable Children in Four Districts of South Africa,Alicia Davids,HSRC Press,2006,10,4
133,Children's Literature,"Elizabeth Lennox Keyser, Julie Pfeiffer",Yale University Press,2002,10,4
134,Children of the Mill,Ronald D. Cohen,Psychology Press,2002,10,4
135,Children Bill,Great Britain: Parliament: Joint Committee on Human Rights,The Stationery Office,2004,10,4
136,Reasonable Children,Michael S. Pritchard,Unknown,1996,10,4
137,Special Needs of Children of Drug Misusers,"Beate Leopold, Elfriede Steffan",Council of Europe,1997,10,4
138,The Relative Duties of Parents and Children,William Fleetwood,Unknown,1722,10,4
139,New Manual of Digest of the Laws of Massachusetts Concerning Children,Massachusetts Society for the Prevention of Cruelty to Children,Unknown,1884,10,4
140,Catechism for Children,John Jaques,Unknown,1888,10,4
141,Self-supporting Schools for Children of the Working Classes,Henry Moule (Vicar of Fordington.),Unknown,1871,10,4
142,Statement of the Boston Children's Aid Society,Boston Children's Aid Society,Unknown,1884,10,4
143,"Cheerful Sundays. Stories, Parables and Poems for Children. With ... Illustrations",Sundays,Unknown,1875,10,4
144,Exceptional Children,"Nurul Fitria Kumala Dewi  , Titi Rachmi  , Ajijah Sadiah Nufus ",EDU PUBLISHER,2024,10,4
145,"GENDER, CHILDREN, AND LAW","Hj. Diana Rahmi, Sulaiman Kurdi, Fajar Rudi Perdana, Arie Sulistyoko, Farihatni Mulyati, Hj. Nadiyah, Zainal Muttaqin",Zahir Publishing,0,10,4
146,The Children Of The Mist,Jenny Brigalow,HarperCollins Australia,2013,10,4
147,Hypnotherapy for Children,Unknown,PT Gramedia Pustaka Utama,0,10,4
148,"A Surgeon With A Secret (Mills & Boon Medical) (Twins Reunited on the Children's Ward, Book 2)",Alison Roberts,HarperCollins UK,2021,10,4
149,"The Books of Ezra and Nehemiah with Introduction, Notes and Maps",Herbert Edward Ryle,Unknown,1893,10,4
150,Biennial Report,California. State Department of Education,Unknown,1893,10,4
151,Public Opinion,Unknown,Unknown,1873,10,4
152,The Lancet,Unknown,Unknown,1946,10,4
153,The Annotated Revised Statutes of the State of Ohio,Ohio,Unknown,1897,10,4
154,Report,New York (State). Department of Social Welfare,Unknown,1898,10,4
155,Appendix to Journals of Senate and Assembly ... of the Legislature,Nevada. Legislature,Unknown,1895,10,4
156,Where are the Children?,Nebraska. Department of Public Welfare. Division of Research and Statistics,Unknown,1976,10,4
157,Computer Fundamentals,B. Ram,New Age International,2000,10,5
158,Computer Applications in the Social Sciences,"Edward E. Brent, Ronald E. Anderson",Temple University Press,1990,10,5
159,Encyclopedia of Computer Science and Technology,"Allen Kent, James G. Williams",CRC Press,1993,10,5
160,Computer Fundamentals (SEC) Common to All,"Dr. Swati Agarwal, Harshit Agarwal",Thakur Publicatoin Private Limited,2024,10,5
161,Library of Congress Subject Headings,Library of Congress,Unknown,1998,10,5
162,Computer Science with Python,"Reeta Sahoo, Gagan Sahoo",New Saraswati House India Pvt Ltd,0,10,5
163,Computational Thinking: A Perspective on Computer Science,"Zhiwei Xu, Jialin Zhang",Springer Nature,2022,10,5
164,Essential Computer and it Fundamentals for Engineering And S,N.B.Venkateswarlu,S. Chand Publishing,0,10,5
165,Philosophy of Computer Science,William J. Rapaport,John Wiley & Sons,2023,10,5
166,Computer Literature Bibliography: 1964-1967,W. W. Youden,Unknown,1965,10,5
167,Concepts of Computer Science,Sanjeev Thakur,Rudra Publications,0,10,5
168,Rudiments of Computer Science,Unknown,Academic Publishers,0,10,5
170,Fundamentals of Computer - SBPD Publications,"Er. Meera Goyal, , Sushil Kumar Maurya",SBPD Publications,2021,10,5
171,Problems Associated with Computer Technology in Federal Programs and Private Industry,United States. Congress. Senate. Committee on Government Operations,Unknown,1976,10,5
172,Computer Contribution Act of 1983,United States. Congress. House. Committee on Ways and Means. Subcommittee on Select Revenue Measures,Unknown,1984,10,5
173,Computer Literature Bibliography: 1946-1963,W. W. Youden,Unknown,1965,10,5
174,A-E,Library of Congress. Office for Subject Cataloging Policy,Unknown,1990,10,5
175,Computer Programming,J.B. Dixit,Firewall Media,2007,10,5
176,Fundamentals of Computer,"Sunil Chauhan, Akash Saxena, Kratika Gupta",Firewall Media,2006,10,5
177,"Computer-Assisted Language Learning: Concepts, Methodologies, Tools, and Applications","Management Association, Information Resources",IGI Global,2019,10,5
178,Hearing on Computer Education,"United States. Congress. House. Committee on Education and Labor. Subcommittee on Elementary, Secondary, and Vocational Education",Unknown,1984,10,5
179,NASA Thesaurus,Unknown,Unknown,1985,10,5
180,Digital Computer Applications to Process Control,M. Paul,Elsevier,2016,10,5
181,"Computer Fundamentals, Architecture & Organisation",B. Ram,New Age International,2009,10,5
182,Computer Integrated Manufacturing (Iccim '91): Manufacturing Enterprises Of The 21st Century - Proceedings Of The International Conference,B S Lim,World Scientific,1991,10,5
183,GCSE Computer Studies for You,Stephen Doyle,Nelson Thornes,1990,10,5
184,Fifth Generation Computer Systems,T. Moto-Oka,Elsevier,2012,10,5
185,Bulletin of the Atomic Scientists,Unknown,Unknown,1978,10,5
186,"Small Business Computer Crime Prevention Act, H.R. 3075",United States. Congress. House. Committee on Small Business. Subcommittee on Antitrust and Restraint of Trade Activities Affecting Small Business,Unknown,1983,10,5
187,Energy information data base,United States. Dept. of Energy. Technical Information Center,Unknown,1978,10,5
188,Foundations of Computer Technology,Alexander John Anderson,CRC Press,1994,10,5
189,National Library of Medicine Current Catalog,National Library of Medicine (U.S.),Unknown,1971,10,5
190,A Natural Introduction to Computer Programming with C++,Kari Laitinen,Trafford Publishing,2003,10,5
191,Nuclear Science Abstracts,Unknown,Unknown,1957,10,5
192,Computer Security Handbook,"Seymour Bosworth, M. E. Kabay",John Wiley & Sons,2002,10,5
193,Computer Science MCQ PDF: Questions and Answers Download | Class 7-12 CS MCQs Book,Arshad Iqbal,Bushra Arshad,0,10,5
194,"Computer Organization and Design, Revised Printing","David A. Patterson, John L. Hennessy",Elsevier,2007,10,5
195,Computer Graphics — Computer Art,Herbert W. Franke,Springer Science & Business Media,2012,10,5
196,TEXTBOOK OF COMPUTER SCIENCE FOR CLASS XI,SEEMA BHATNAGAR,PHI Learning Pvt. Ltd.,2008,10,5
197,Cooking,"Lisa Feeney, Scholastic, Inc. Staff",Scholastic Inc.,1998,10,6
198,Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",Simon and Schuster,2002,10,6
199,New Indian Home Cooking,Madhu Gadia,Penguin,2000,10,6
200,MASAK TANPA RIBET - Cooking With Sheila,Sheila Gondowijoyo,Penerbit Andi,0,10,6
201,HOMEMADE COOKING,Endang Indriani ,Kawan Pustaka,2017,10,6
202,Cooking for Dummies Ð Sweet & Savory Cookies,Debbie Suryawan,Gramedia Pustaka Utama,2020,10,6
203,One Pot Cooking,Unknown,Gramedia Pustaka Utama,0,10,6
204,Cool Mexican Cooking,Lisa Wagner,ABDO,2011,10,6
205,U.S. Fire Administration Behavioral Mitigation of Cooking Fires,Unknown,FEMA,0,10,6
206,Japanese Cooking,"Shizuo Tsuji, Mary Sutherland",Kodansha International,2007,10,6
207,Cooking the Middle Eastern Way,"Alison Behnke, Vartkes Ehramjian",Lerner Publications,2005,10,6
208,Look Who's Cooking,Jennifer Rachel Dutch,Univ. Press of Mississippi,2018,10,6
209,Thai Cooking,Tarla Dalal,Sanjay & Co,1998,10,6
210,How to Start a Business Offering Virtual Cooking Classes,AS,AS [Author],0,10,6
211,The Cooking of Italy,Matthew Locricchio,Marshall Cavendish,2003,10,6
212,Healthy Cooking,Dr. Bimal Chhajer,Diamond Pocket Books Pvt Ltd,2014,10,6
213,Flavors of the Fire: Mastering the Art of Campfire Cooking,Daniel Lehtola,Daniel Lehtola,2023,10,6
214,The Menial Art of Cooking,"Sarah R. Graff, Enrique Rodríguez-Alegría",University Press of Colorado,2012,10,6
215,Cooking for Two,Jean Paré,Company's Coming Publishing Limited,1997,10,6
216,Classical Cooking The Modern Way,Philip Pauli,John Wiley & Sons,1999,10,6
217,The Tante Marie's Cooking School Cookbook,Mary S. Risley,Simon and Schuster,2009,10,6
218,The Best of Closet Cooking 2024,Kevin Lynch,Closet Cooking Ltd.,2023,10,6
219,Canal House Cooking Volume N° 2,"Christopher Hirsheimer, Melissa Hamilton",Open Road Media,2011,10,6
220,30 Minutes 30 Recipes For Beginners Cooking,KEITH NINH,Keith Ong,2020,10,6
221,Canal House Cooking Volume N° 3,"Christopher Hirsheimer, Melissa Hamilton",Open Road Media,2011,10,6
222,The Wilderness Cooking Handbook,J. Wayne Fears,Rowman & Littlefield,2016,10,6
223,The Book of Chinese Cooking,Jasper Spencer-Smith,Penguin,1991,10,6
224,Gizmocooks Microwave Cooking Indian Style - Easy Mithai Cookbook for Samsung model MC28H5025VL,Tina Nupur,BeeGee's Test Kitchens,0,10,6
225,Gizmocooks Microwave Cooking Indian Style - Easy Mithai Cookbook for Samsung model MC32J7035CK,Tina Nupur,BeeGee's Test Kitchens,0,10,6
226,Gizmocooks Microwave Cooking Indian Style - Easy Mithai Cookbook for LG model MC3286SFU,Tina Nupur,BeeGee's Test Kitchens,0,10,6
227,Gizmocooks Microwave Cooking Indian Style - Easy Mithai Cookbook for LG model MC3286BPUM,Tina Nupur,BeeGee's Test Kitchens,0,10,6
228,Gizmocooks Microwave Cooking Indian Style - Easy Mithai Cookbook for Samsung model MC288TVTCSQ,Tina Nupur,BeeGee's Test Kitchens,0,10,6
229,"Cost of Electricity and Liquefied Petroleum Gas for Cooking, Refrigerating and Water Heating","Earl C. McCracken, Elizabeth Beveridge",Unknown,1955,10,6
230,Gizmocooks Microwave Cooking Indian Style - Easy Mithai Cookbook for Whirlpool model 23C Exotica,Tina Nupur,BeeGee's Test Kitchens,0,10,6
231,Cooking Quality and Compositional Factors of Potatoes of Different Varieties from Several Commercial Locations,"Peter Herman Heinze, Mary E. Kirkpatrick, Elsie F. Dochterman",Unknown,1955,10,6
232,The Cooking of Brazil,Matthew Locricchio,Marshall Cavendish,2005,10,6
233,"Slow Cooker Cooking: Masak Lebih Sehat, Lezat, & Praktis",Unknown,PT Gramedia Pustaka Utama,0,10,6
234,Koleksi Resep Cooking & Baking Julie Kitchen - @Julie.W_Kitchen,Julie Wirahardja,Gramedia Pustaka Utama,2021,10,6
235,Food Preparation and Cooking,Ann Bulleid,Nelson Thornes,1996,10,6
236,Practical Cooking and Dinner Giving,Mary Foote Henderson,Unknown,1881,10,6
237,Computer Graphic Design,Hendi Hendratman,Hendi Hendratman,2017,10,7
238,Current Pharmaceutical Design,Unknown,Unknown,1999,10,7
239,Engineering Design Synthesis,Amaresh Chakrabarti,Springer Science & Business Media,2002,10,7
240,Innovations and Advances in Computer Sciences and Engineering,Tarek Sobh,Springer Science & Business Media,2010,10,7
241,Analysis of Messy Data Volume 1,"George A. Milliken, Dallas E. Johnson",CRC Press,2009,10,7
242,NASA Technical Paper,United States. National Aeronautics and Space Administration,Unknown,1977,10,7
243,International Encyclopedia of Ergonomics and Human Factors - 3 Volume Set,Informa Healthcare,CRC Press,2000,10,7
244,"LogoLounge Master Library, Volume 4","Catharine Fishel, Bill Gardner",Rockport Publishers,2012,10,7
245,Proceedings of the Eleventh European Conference on Earthquake Engineering,"Alain Pecker, Philippe Bisch, Pierre Labbé",Unknown,1998,10,7
246,Official Gazette of the United States Patent and Trademark Office,Unknown,Unknown,1977,10,7
247,Traffic Engineering Handbook,"ITE (Institute of Transportation Engineers), Brian Wolshon, Anurag Pande",John Wiley & Sons,2016,10,7
248,Catalog of Copyright Entries,Library of Congress. Copyright Office,Unknown,1970,10,7
249,The Combination Products Handbook,Susan Neadle,CRC Press,2023,10,7
250,NSA/CSS supply catalog descriptive data listing,United States. National Security Agency/Central Security Service,Unknown,1978,10,7
251,United States Code,United States,Unknown,1995,10,7
252,National Health Related Items Code Directory,Unknown,Unknown,0,10,7
253,Functional Thinking for Value Creation,"Jürgen Hesselbach, Christoph Herrmann",Springer Science & Business Media,2011,10,7
254,"LogoLounge Master Library, Volume 3","Catharine Fishel, Bill Gardner",Rockport Publishers,2011,10,7
255,"The Stamped Envelopes, Wrappers and Sheets of the United States",John Kerr Tiffany,Unknown,1892,10,7
256,Functional Performance in Older Adults,"Bette R Bonder, Vanina Dal Bello-Haas",F.A. Davis,2017,10,7
257,Code of Federal Regulations,Unknown,Unknown,2004,10,7
258,Scientific and Technical Aerospace Reports,Unknown,Unknown,1967,10,7
259,NBS Laboratory Equipment,United States. National Bureau of Standards,Unknown,1974,10,7
260,Experimental Designs,"Barak Ariel, Matthew Bland, Alex Sutherland",SAGE,2022,10,7
262,Official Gazette of the United States Patent Office,United States. Patent Office,Unknown,1974,10,7
263,Reimagining Communication: Action,"Michael Filimowicz, Veronika Tzankova",Routledge,2020,10,7
264,Gender and Women's Leadership,Karen O'Connor,SAGE,2010,10,7
265,Commercial and Economic Law in South Africa,Philip Stoop,Kluwer Law International B.V.,2019,10,7
266,"Wörterbuch der Elektronik, Datentechnik, Telekommunikation und Medien",Victor Ferretti,Springer Science & Business Media,2013,10,7
267,A Methodology for Developing Multimodal User Interfaces of Information Systems,Adrian Stanciulescu,Presses univ. de Louvain,2008,10,7
268,Analog Circuits and Systems Optimization based on Evolutionary Computation Techniques,"Manuel Barros, Jorge Guilherme, Nuno Horta",Springer Science & Business Media,2010,10,7
269,"Environmental Hydrology, Second Edition","Andy D. Ward, Stanley W. Trimble",CRC Press,2003,10,7
270,Official Catalogue,United States Centennial Commission,Unknown,1876,10,7
271,Bulletin of the United States Bureau of Labor Statistics,Unknown,Unknown,1994,10,7
272,Orange Coast Magazine,Unknown,Unknown,1992,10,7
273,The Law Reports,Unknown,Unknown,1896,10,7
274,Horizontal Alignment Design Consistency for Rural Two-lane Highways,Raymond A. Krammes,Unknown,1995,10,7
275,Experimental and Quasi-Experimental Designs for Research,"Donald T. Campbell, Julian C. Stanley",Ravenio Books,2015,10,7
277,History of the Arabs,Philip Khuri Hitti,Penerbit Serambi,2005,10,8
278,"Visualizing Medieval Medicine and Natural History, 1200-1550","Jean Ann Givens, Karen Reeds, Alain Touwaide","Ashgate Publishing, Ltd.",2006,10,8
279,History of the Jewish People in the Age of Jesus Christ,"Emil Schürer, Géza Vermès, Fergus Millar",A&C Black,1973,10,8
280,What is History? and Other Late Unpublished Writings,Eric Voegelin,University of Missouri Press,1990,10,8
281,"History of Political Ideas, Volume 8",Eric Voegelin,University of Missouri Press,1999,10,8
282,History,Ami_Shin,Ami_Shin Publisher,2024,10,8
283,"Pengembangan Kurikulum Sejarah Kebudayaan Islam dengan Pendekatan Total History: Urgensi, Relevansi, dan Aktualisasi",Fahri Hidayat,CV Jejak (Jejak Publisher),2020,10,8
284,Implementasi G'Rotate History untuk Meningkatkan Karakter Gotongroyong dan Keterampilan Berkomunikasi Peserta Didik,Wulan Dwi Aryani,Wulan Dwi Aryani,2020,10,8
285,"Necktie Parties: A History of Legal Executions in Oregon, 1851-1905",Diane L. Goeres-Gardner,Caxton Press,2005,10,8
286,Sexy Designer History by Arifia Kurnia, Arifia Kurnia,Samudera Book,2023,10,8
287,"The History of Ireland, Ancient and Modern",James MacGeoghegan,Unknown,1844,10,8
288,History and the Contemporary Novel,David Cowart,SIU Press,1989,10,8
289,"The Cambridge History of American Literature: Volume 7, Prose Writing, 1940-1990","Sacvan Bercovitch, Cyrus R. K. Patell",Cambridge University Press,1994,10,8
290,A HISTORY OF ENGLAND UNDER THE ANGLO-SAXON KINGS,"BENJAMIN THORPE, F.S.A.",Unknown,1845,10,8
291,HISTORY DAN LEGACY KABUPATEN YALIMO (Biografi Pemikir dan Tokoh Pejuang Kabupaten Yalimo ),Welinus Walianggen,Uwais Inspirasi Indonesia,2024,10,8
292,Scientific History,Elena Aronova,University of Chicago Press,2021,10,8
293,Elements of History,Joseph Emerson Worcester,Unknown,1831,10,8
294,History of the World,Dr Malti Malik,New Saraswati House India Pvt Ltd,0,10,8
295,A New History of the Isle of Man: Evolution of the natural landscape,"Richard Chiverrell, Dr. Geoff Thomas, John Belchem, Seán Duffy, Harold Mytum",Liverpool University Press,2000,10,8
296,History of American Schoolbooks,Charles Carpenter,University of Pennsylvania Press,2015,10,8
297,History by HBO,Rebecca Weeks,University Press of Kentucky,2022,10,8
298,A Guide to the Study and Use of Military History,"John E. Jessup, Robert W. Coakley",Unknown,1979,10,8
299,Corsets 1810-1830 History Notes Book 17,Suzi Love ,Suzi Love,2021,10,8
300,Addressing Special Educational Needs and Disability in the Curriculum: History,"Richard Harris, Ian Luff",Routledge,2017,10,8
301,The History of Somalia,Raphael Chijioke Njoku,Bloomsbury Publishing USA,2013,10,8
302,New Directions in Queer Oral History,"Clare Summerskill, Amy Tooth Murphy, Emma Vickers",Routledge,2022,10,8
303,Army History,Unknown,Unknown,1989,10,8
304,The Practice of History in India,Anirudh Deshpande,Routledge,2021,10,8
305,The Cambridge World History,Norman Yoffee,Cambridge University Press,2015,10,8
306,Comprehensive Modern Indian History: From 1707 To The Modern Times (UPSC CSE Edition),Brijesh Singh,S. Chand Publishing,0,10,8
307,History of Technology Volume 10,Norman Smith,Bloomsbury Publishing,2016,10,8
308,The History of Woman,Stephen Watson Fullom,Unknown,1855,10,8
309,Mediated Ideologies: Nordic Views on the History of the Press and Media Cultures,"Jukka Kortti, Heidi Kurvinen",Vernon Press,2024,10,8
310,The History of Great Britain,Anne B. Rodrick,Bloomsbury Publishing USA,2018,10,8
311,An Arkansas History for Young People,"Shay E. Hopper, T. Harri Baker, Jane Browning",University of Arkansas Press,2007,10,8
312,Magbook Indian History 2020,Janmenjay Sahni,Arihant Publications India limited,2020,10,8
313,"Times of History, Times of Nature","Anders Ekström, Staffan Bergwik",Berghahn Books,2022,10,8
314,A Cultural History of Peace in the Renaissance,Isabella Lazzarini,Bloomsbury Publishing,2022,10,8
315,History of Higher Education Annual: 1997,Roger L. Geiger,Transaction Publishers,1997,10,8
316,A History of Inverse Probability,Andrew I. Dale,Springer Science & Business Media,2012,10,8
317,Men's Health,Unknown,Unknown,2008,10,9
331,Women's Health,Unknown,Unknown,2008,10,9
